etiqueta,frame,nose,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,mid_shoulder,mid_hip
subject_08,57,"[275.5152587890625, 83.04096984863281, 0.7731856107711792]","[300.5946960449219, 113.61994934082031, 0.23177555203437805]","[292.2348937988281, 114.81912994384766, 0.11908583343029022]","[313.7315673828125, 154.3919219970703, 0.699788510799408]","[295.2205505371094, 159.7882080078125, 0.11785073578357697]","[323.8827819824219, 195.76348876953125, 0.5218750238418579]","[266.5583190917969, 175.3774871826172, 0.3371501564979553]","[299.40045166015625, 199.36099243164062, 0.1362922340631485]","[307.76025390625, 199.96058654785156, 0.1192413792014122]","[276.1123962402344, 252.72430419921875, 0.4790914058685303]","[315.5229797363281, 258.12060546875, 0.32054007053375244]","[279.6951599121094, 316.8802185058594, 0.26049545407295227]","[329.85406494140625, 316.2806091308594, 0.22341714799404144]","[296.414794921875, 114.21954345703125]","[303.5803527832031, 199.66079711914062]"
subject_08,58,"[268.9674377441406, 84.51422119140625, 0.7642658948898315]","[294.0875549316406, 115.10446166992188, 0.27430611848831177]","[286.3122863769531, 115.70426940917969, 0.14986245334148407]","[308.44189453125, 155.29164123535156, 0.6162889003753662]","[283.9198913574219, 161.8895263671875, 0.17637573182582855]","[319.8057556152344, 195.47879028320312, 0.7813017964363098]","[256.4073791503906, 176.28494262695312, 0.5237131714820862]","[292.29327392578125, 200.8770751953125, 0.13793493807315826]","[301.8628234863281, 200.8770751953125, 0.11625686287879944]","[269.5655517578125, 253.6602325439453, 0.4234628677368164]","[313.2267150878906, 258.45867919921875, 0.33881303668022156]","[259.9959716796875, 316.64013671875, 0.25209036469459534]","[329.9734191894531, 316.0403137207031, 0.271236389875412]","[290.1999206542969, 115.40436553955078]","[297.07806396484375, 200.8770751953125]"
subject_08,59,"[262.47442626953125, 85.1722412109375, 1.6645861864089966]","[286.4343566894531, 115.1313247680664, 0.321083128452301]","[278.64739990234375, 117.5280532836914, 0.16575728356838226]","[302.00836181640625, 156.47486877441406, 0.5674367547035217]","[281.64239501953125, 162.4666748046875, 0.20435528457164764]","[313.98834228515625, 196.6200408935547, 0.8199225664138794]","[251.09344482421875, 176.2478485107422, 1.167780876159668]","[285.83538818359375, 200.81430053710938, 0.16390809416770935]","[295.41937255859375, 200.81430053710938, 0.1378859579563141]","[263.67242431640625, 253.5423126220703, 0.4115881621837616]","[309.19635009765625, 258.33575439453125, 0.4681050777435303]","[242.1084442138672, 318.25390625, 0.33188411593437195]","[328.36431884765625, 314.0596618652344, 0.3254646956920624]","[282.5408935546875, 116.3296890258789]","[290.62738037109375, 200.81430053710938]"
subject_08,60,"[254.388916015625, 87.45863342285156, 2.002714157104492]","[281.26617431640625, 117.40135192871094, 0.3584933578968048]","[270.5152893066406, 119.7967758178711, 0.1943473219871521]","[295.00347900390625, 157.52459716796875, 0.6328349113464355]","[275.8907470703125, 163.51315307617188, 0.2494388073682785]","[308.1434631347656, 200.04324340820312, 1.034285306930542]","[244.83255004882812, 177.88565063476562, 0.6921007037162781]","[278.8771057128906, 201.24098205566406, 0.17188870906829834]","[289.0307312011719, 201.24098205566406, 0.13654428720474243]","[256.77801513671875, 256.9344177246094, 0.443111389875412]","[305.75439453125, 260.5275573730469, 0.44711896777153015]","[231.69253540039062, 313.22674560546875, 0.35990655422210693]","[328.45074462890625, 312.62786865234375, 0.32759618759155273]","[275.8907470703125, 118.59906005859375]","[283.95391845703125, 201.24098205566406]"
subject_08,61,"[246.30685424804688, 88.48388671875, 1.2882696390151978]","[272.62548828125, 117.84796905517578, 0.39099112153053284]","[264.2513732910156, 119.64575958251953, 0.1785338968038559]","[285.7847900390625, 158.59808349609375, 0.6476098895072937]","[269.0365905761719, 166.38856506347656, 0.22562207281589508]","[299.5422668457031, 202.34458923339844, 0.9867187142372131]","[238.53089904785156, 181.3702392578125, 0.8773916959762573]","[270.2328796386719, 201.7453155517578, 0.19475674629211426]","[283.3921813964844, 201.7453155517578, 0.16525962948799133]","[248.10130310058594, 257.4771423339844, 0.4283047318458557]","[299.5422668457031, 259.2749328613281, 0.5131135582923889]","[224.17527770996094, 315.0067138671875, 0.3319932818412781]","[326.45904541015625, 310.2126159667969, 0.4348916709423065]","[268.43841552734375, 118.74686431884766]","[276.8125305175781, 201.7453155517578]"
subject_08,62,"[240.9824676513672, 89.06572723388672, 0.9395720362663269]","[264.32220458984375, 119.6540756225586, 0.3521467447280884]","[258.9361267089844, 120.25384521484375, 0.18772199749946594]","[276.8897705078125, 159.83876037597656, 0.6363077163696289]","[261.3299560546875, 166.43624877929688, 0.17232832312583923]","[289.45733642578125, 205.42138671875, 1.1603670120239258]","[234.99790954589844, 182.63006591796875, 0.7104793190956116]","[261.92840576171875, 203.0222930908203, 0.20263731479644775]","[273.8974914550781, 203.0222930908203, 0.15091460943222046]","[238.58865356445312, 257.0017395019531, 0.43154922127723694]","[292.4496154785156, 259.40081787109375, 0.48143455386161804]","[218.2411651611328, 319.3779602050781, 0.37626922130584717]","[323.5693054199219, 310.38140869140625, 0.42469486594200134]","[261.629150390625, 119.95396423339844]","[267.9129638671875, 203.0222930908203]"
subject_08,63,"[233.21524047851562, 91.55278015136719, 1.2102084159851074]","[257.1463317871094, 120.34219360351562, 0.3740982115268707]","[257.1463317871094, 117.94306945800781, 0.10797189921140671]","[266.71875, 162.3267364501953, 0.5608058571815491]","[264.9239196777344, 164.72586059570312, 0.09729558974504471]","[277.48773193359375, 209.10952758789062, 0.7033262848854065]","[231.42042541503906, 185.7181396484375, 0.4057111442089081]","[251.16354370117188, 205.51084899902344, 0.22832411527633667]","[263.72735595703125, 205.51084899902344, 0.1444624364376068]","[229.62557983398438, 258.29144287109375, 0.48134392499923706]","[282.27392578125, 258.8912353515625, 0.45284056663513184]","[217.061767578125, 318.26934814453125, 0.4107959568500519]","[319.9653625488281, 305.6739807128906, 0.4109860062599182]","[257.1463317871094, 119.14263153076172]","[257.4454345703125, 205.51084899902344]"
subject_09,1,"[631.0695190429688, 200.87254333496094, 0.05711456388235092]","[638.7869262695312, 283.9436340332031, 0.02151748165488243]","[638.7869262695312, 185.33407592773438, 0.029850473627448082]","[632.2567749023438, 201.4701690673828, 0.06107339635491371]","[633.444091796875, 201.4701690673828, 0.055993180721998215]","[638.7869262695312, 185.33407592773438, 0.16245681047439575]","[636.412353515625, 191.31039428710938, 0.08702493458986282]","[638.7869262695312, 214.6181182861328, 0.021378178149461746]","[638.7869262695312, 212.2275848388672, 0.021982479840517044]","[638.7869262695312, 282.1507568359375, 0.07577034085988998]","[638.7869262695312, 281.5531005859375, 0.06965378671884537]","[629.8822021484375, 302.47027587890625, 0.06231498345732689]","[631.0695190429688, 303.0679016113281, 0.05304157733917236]","[638.7869262695312, 234.63885498046875]","[638.7869262695312, 213.4228515625]"
subject_09,2,"[626.498046875, 203.17230224609375, 0.053444236516952515]","[639.6259765625, 177.44052124023438, 0.06087818741798401]","[639.6259765625, 270.1946105957031, 0.0605611652135849]","[639.6259765625, 177.44052124023438, 0.35029563307762146]","[639.6259765625, 177.44052124023438, 0.20455369353294373]","[631.86865234375, 195.99134826660156, 0.1626170128583908]","[633.6587524414062, 192.999267578125, 0.15109920501708984]","[639.6259765625, 216.33740234375, 0.028912892565131187]","[639.6259765625, 208.55801391601562, 0.04079635068774223]","[639.6259765625, 271.9898681640625, 0.06743022799491882]","[639.6259765625, 270.1946105957031, 0.05325375497341156]","[627.6915283203125, 306.6978759765625, 0.047145191580057144]","[628.2882690429688, 306.6978759765625, 0.07082927227020264]","[639.6259765625, 223.81756591796875]","[639.6259765625, 212.4477081298828]"
subject_09,3,"[639.7047729492188, 180.9244384765625, 0.010299407877027988]","[639.7047729492188, 179.1375274658203, 0.017399026080965996]","[639.7047729492188, 177.94625854492188, 0.030632050707936287]","[639.1144409179688, 182.71133422851562, 0.04529237374663353]","[639.1144409179688, 181.52008056640625, 0.071021668612957]","[628.4874877929688, 208.9193572998047, 0.021670985966920853]","[632.6202392578125, 197.00662231445312, 0.03389955312013626]","[639.7047729492188, 173.18115234375, 0.010930490680038929]","[639.7047729492188, 173.18115234375, 0.02539735659956932]","[628.4874877929688, 202.36737060546875, 0.013829885981976986]","[638.5240478515625, 185.09388732910156, 0.011692248284816742]","[628.4874877929688, 210.1106414794922, 0.024001872166991234]","[629.077880859375, 210.70628356933594, 0.010839920490980148]","[639.7047729492188, 178.54190063476562]","[639.7047729492188, 173.18115234375]"
subject_09,4,"[637.7837524414062, 151.6555938720703, 0.08856699615716934]","[637.7837524414062, 151.6555938720703, 0.1424502283334732]","[637.7837524414062, 151.6555938720703, 0.08541832864284515]","[637.7837524414062, 176.83255004882812, 0.20911963284015656]","[637.7837524414062, 177.4320068359375, 0.2910577356815338]","[628.2999877929688, 197.2139129638672, 0.15287388861179352]","[630.6708984375, 192.4182891845703, 0.16856499016284943]","[637.7837524414062, 200.21116638183594, 0.030574526637792587]","[637.7837524414062, 208.00404357910156, 0.06078232079744339]","[637.7837524414062, 262.5541076660156, 0.11572964489459991]","[637.7837524414062, 260.7557678222656, 0.10401780158281326]","[627.114501953125, 304.5157165527344, 0.044903211295604706]","[625.9290161132812, 305.11517333984375, 0.06422041356563568]","[637.7837524414062, 151.6555938720703]","[637.7837524414062, 204.10760498046875]"
subject_09,5,"[633.6775512695312, 99.57777404785156, 0.12162933498620987]","[639.6106567382812, 128.3149871826172, 0.11146841198205948]","[639.6106567382812, 127.11759948730469, 0.07448219507932663]","[639.6106567382812, 167.82864379882812, 0.07690507173538208]","[637.2373657226562, 169.02601623535156, 0.10063038021326065]","[625.3711547851562, 196.56585693359375, 0.09339340776205063]","[625.9644775390625, 195.3684539794922, 0.2113366574048996]","[639.6106567382812, 203.75013732910156, 0.09062186628580093]","[639.6106567382812, 204.3488311767578, 0.108674056828022]","[636.6441040039062, 255.2376251220703, 0.06687647849321365]","[635.4574584960938, 255.83631896972656, 0.06739222258329391]","[625.9644775390625, 306.1264343261719, 0.09104553610086441]","[625.9644775390625, 305.5277404785156, 0.10029415786266327]","[639.6106567382812, 127.71629333496094]","[639.6106567382812, 204.0494842529297]"
subject_09,6,"[629.5214233398438, 99.2239761352539, 0.3599587380886078]","[639.0921020507812, 128.00621032714844, 0.1471022218465805]","[636.101318359375, 128.6058349609375, 0.11612973362207413]","[635.5031127929688, 167.58177185058594, 0.06325409561395645]","[633.7086181640625, 168.18141174316406, 0.08056383579969406]","[623.539794921875, 197.56326293945312, 0.09362278133630753]","[622.941650390625, 196.36399841308594, 0.15077655017375946]","[639.0921020507812, 204.7588348388672, 0.11688166111707687]","[639.0921020507812, 202.95993041992188, 0.07846996933221817]","[632.5123291015625, 253.32884216308594, 0.06179465726017952]","[631.9141235351562, 255.7273712158203, 0.07349983602762222]","[624.7361450195312, 308.4947814941406, 0.08925863355398178]","[625.3343505859375, 307.2955322265625, 0.10089021176099777]","[637.5966796875, 128.3060302734375]","[639.0921020507812, 203.859375]"
subject_09,7,"[625.17578125, 99.09414672851562, 0.3718225955963135]","[636.4692993164062, 126.08250427246094, 0.11156772822141647]","[631.7141723632812, 125.4827651977539, 0.11876727640628815]","[630.5253295898438, 165.06568908691406, 0.07303491234779358]","[626.958984375, 168.66412353515625, 0.06992170959711075]","[621.01513671875, 198.6511993408203, 0.12234564870595932]","[619.23193359375, 198.6511993408203, 0.12106537073850632]","[637.063720703125, 202.24964904785156, 0.061834704130887985]","[632.9029541015625, 200.450439453125, 0.0396447591483593]","[630.5253295898438, 255.6266326904297, 0.06512346118688583]","[629.9309692382812, 255.6266326904297, 0.05883059278130531]","[625.7702026367188, 308.40386962890625, 0.0928230881690979]","[624.5814208984375, 307.8041076660156, 0.07906504720449448]","[634.0917358398438, 125.78263854980469]","[634.9833374023438, 201.35003662109375]"
subject_09,8,"[620.4893188476562, 97.6521224975586, 0.34087276458740234]","[634.1697998046875, 124.61309051513672, 0.06352835148572922]","[627.626953125, 124.01396179199219, 0.0945766270160675]","[625.842529296875, 167.7506561279297, 0.07992927730083466]","[622.8685302734375, 167.7506561279297, 0.08732473105192184]","[618.7049560546875, 198.30641174316406, 0.09766804426908493]","[616.3257446289062, 198.90553283691406, 0.12068219482898712]","[632.3853759765625, 203.09947204589844, 0.03964798524975777]","[628.2217407226562, 202.50033569335938, 0.048053208738565445]","[629.4113159179688, 255.22401428222656, 0.08260839432477951]","[628.2217407226562, 255.8231658935547, 0.0782046765089035]","[625.247802734375, 307.94769287109375, 0.10901854187250137]","[625.247802734375, 307.3485412597656, 0.0663733258843422]","[630.8983764648438, 124.31352233886719]","[630.3035888671875, 202.79989624023438]"
subject_09,9,"[615.04443359375, 96.83914184570312, 0.2160709649324417]","[637.225830078125, 121.9867935180664, 0.07802864909172058]","[622.2384033203125, 124.9805679321289, 0.06767027080059052]","[621.6388549804688, 166.2945556640625, 0.019347038120031357]","[621.0393676757812, 163.30081176757812, 0.04051738232374191]","[610.8479614257812, 198.62728881835938, 0.028830641880631447]","[610.8479614257812, 197.42977905273438, 0.0756370797753334]","[632.4298095703125, 202.8185577392578, 0.035034313797950745]","[620.4398803710938, 201.0222930908203, 0.04380611330270767]","[628.2333984375, 256.7063903808594, 0.08455947041511536]","[623.4373779296875, 256.1076354980469, 0.09901490807533264]","[625.23583984375, 307.001708984375, 0.11733757704496384]","[622.8378295898438, 305.80419921875, 0.06123444810509682]","[629.7321166992188, 123.48368072509766]","[626.434814453125, 201.92042541503906]"
subject_09,10,"[609.0136108398438, 93.36944580078125, 0.28983646631240845]","[637.8013916015625, 123.91985321044922, 0.06733434647321701]","[620.4088134765625, 121.52374267578125, 0.05890542268753052]","[639.6005859375, 164.6537322998047, 0.04462770000100136]","[616.2106323242188, 164.6537322998047, 0.024586210027337074]","[639.6005859375, 201.19442749023438, 0.19877102971076965]","[606.0149536132812, 197.60025024414062, 0.06072453781962395]","[631.8040161132812, 201.19442749023438, 0.039642732590436935]","[615.6107788085938, 200.59539794921875, 0.03917272761464119]","[625.8065185546875, 255.10691833496094, 0.07866452634334564]","[611.4126586914062, 249.1166534423828, 0.04330504313111305]","[624.6070556640625, 309.0194091796875, 0.11106783896684647]","[621.6082763671875, 306.0242614746094, 0.0589168407022953]","[629.1051025390625, 122.7218017578125]","[623.7073974609375, 200.89491271972656]"
subject_09,11,"[603.5426635742188, 93.9191665649414, 0.3488708436489105]","[636.7396240234375, 120.9144058227539, 0.06992607563734055]","[614.805908203125, 120.31450653076172, 0.08842098712921143]","[639.70361328125, 161.70721435546875, 0.19162499904632568]","[610.0634765625, 166.50636291503906, 0.031173454597592354]","[633.1828002929688, 197.10096740722656, 0.22636458277702332]","[600.5786743164062, 198.30076599121094, 0.09788982570171356]","[626.6619262695312, 201.90011596679688, 0.03412875905632973]","[609.470703125, 198.30076599121094, 0.04700425639748573]","[623.1051635742188, 252.89111328125, 0.07342316210269928]","[604.728271484375, 246.2922821044922, 0.11503363400697708]","[625.4763793945312, 307.48150634765625, 0.10171852260828018]","[627.8475952148438, 302.08245849609375, 0.021733896806836128]","[625.7727661132812, 120.61445617675781]","[618.0662841796875, 200.10043334960938]"
